license_nbr,license_type,lic_expir_dd,license_status,license_creation_date,industry,business_name,address_building,address_street_name,address_city,address_state,address_zip,contact_phone,address_borough,detail,community_board,council_district,bin,bbl,nta,census_tract,longitude,latitude,location
2023638-DCA,Business,2017-02-28,Inactive,2015-06-01,Home Improvement Contractor,SM CONTRACTORS CORP,26,VANDERWATER AVE,FLORAL PARK,NY,11001,3473224654,Queens,4.0,,,,,,,-73.94591110800667,40.72091406112227,
1200639-DCA,Individual,2024-03-31,Active,2005-07-06,Sightseeing Guide,"MATAR, SAMIR A.",No Building Info,,JERSEY CITY,NJ,07304,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2103383-1-DCA,Business,2023-11-30,Active,2022-01-10,Electronic Cigarette Dealer,PRIZE PARAGON 2 INC,16201,46TH AVE,FLUSHING,NY,11358,9293054786,Queens,4.0,407.0,20.0,4534967.0,4054410086.0,,,-73.80481631495475,40.75376821012182,"
,  
(40.75376821012182, -73.80481631495475)"
2013710-1-DCA,Business,2019-12-31,Inactive,2014-09-22,Tobacco Retail Dealer,76 MADISON GROCERY CORP,76,MADISON ST,NEW YORK,NY,10002,212-385-3535,Manhattan,1.0,103.0,1.0,1003322.0,1002760052.0,MN27,8.0,-73.99623778613015,40.712128160609446,"
,  
(40.712128160609446, -73.99623778613015)"
1306493-DCA,Business,2021-03-31,Inactive,2008-12-22,Garage,69 ENTERPRISE PARKING LLC,219,E 69TH ST,NEW YORK,NY,10021,2126270012,Manhattan,1.0,108.0,4.0,1043906.0,1014240010.0,MN31,126.0,-73.96082322207336,40.76731851558099,"
,  
(40.76731851558099, -73.96082322207336)"
2069012-DCA,Business,2023-12-31,Active,2018-04-06,Laundries,JMCJC LTD,4815,31ST AVE,ASTORIA,NY,11103,7182049226,Queens,4.0,401.0,22.0,4013656.0,4007390001.0,QN70,151.0,-73.91047817250097,40.75823274178157,"
,  
(40.75823274178157, -73.91047817250097)"
2026192-2-DCA,Business,2022-12-31,Inactive,2015-07-27,Tobacco Retail Dealer,UNCLE & COUSINS DELI GROCERY CORP,9706,SEAVIEW AVE,BROOKLYN,NY,11236,718-531-6333,Brooklyn,3.0,318.0,46.0,3235260.0,3083290001.0,BK50,1034.0,-73.88940944971365,40.63397520269555,"
,  
(40.63397520269555, -73.88940944971365)"
2083256-DCA,Business,2021-03-31,Inactive,2019-03-15,Garage,"ONE PARKING 703, INC.",209-90,23RD AVE,Bayside,NY,11360,5618337222,Queens,4.0,407.0,19.0,4131229.0,4058937501.0,QN47,99704.0,-73.78151780031351,40.779082373059005,"
,  
(40.779082373059005, -73.78151780031351)"
2092553-DCA,Individual,2025-05-31,Active,2019-11-26,Locksmith,"SPIVAC, LEONID",No Building Info,,BROOKLYN,NY,11218,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2054551-DCA,Business,2018-12-31,Inactive,2017-06-16,Electronics Store,"TCC WIRELESS, INC.",1400,5TH AVE,NEW YORK,NY,10026,6304802224,Manhattan,1.0,110.0,9.0,1086518.0,1015997501.0,MN11,190.0,-73.94684037039517,40.80015914885864,"
,  
(40.80015914885864, -73.94684037039517)"
1221689-DCA,Business,2024-12-31,Active,2006-03-23,Electronics Store,"SPOTLESS WIRELESS, INC.",12114,15TH AVE,COLLEGE POINT,NY,11356,7189620175,Queens,4.0,407.0,19.0,4098204.0,4040760014.0,,,-73.84650668355737,40.78416622062416,"
,  
(40.78416622062416, -73.84650668355737)"
2080442-DCA,Business,2021-03-31,Inactive,2018-12-04,Parking Lot,456 PARKING LLC,456,GRAND ST,BROOKLYN,NY,11211,917-592-4762,Brooklyn,3.0,301.0,34.0,3062872.0,3023990001.0,BK73,513.0,-73.9525924157633,40.71122641265672,"
,  
(40.711226412656714, -73.9525924157633)"
2075000-1-DCA,Business,2023-11-30,Active,2018-07-03,Electronic Cigarette Dealer,"120 CIRCLE DELI GROCERY, INC",120,HUGH J GRANT CIR,BRONX,NY,10472,7187925555,Bronx,2.0,209.0,18.0,2025960.0,2037940100.0,BX55,72.0,-73.86151016643578,40.832915102059815,"
,  
(40.832915102059815, -73.86151016643578)"
2107505-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,1834,NOSTRAND AVE,BROOKLYN,NY,11226,8587667242,Brooklyn,3.0,317.0,45.0,3120053.0,3051957501.0,,,-73.94857034264163,40.64136193441352,"
,  
(40.641361934413524, -73.94857034264163)"
2094808-DCA,Individual,2024-02-28,Active,2020-02-26,Process Server Individual,"MASTERS JR, JOSEPH",No Building Info,,BROOKLYN,NY,11211,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2107494-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,2264,FOREST AVE,STATEN ISLAND,NY,10303,8587667242,Staten Island,5.0,501.0,49.0,5149439.0,5016850050.0,,,-74.16508877211164,40.62706984498879,"
,  
(40.62706984498879, -74.16508877211164)"
2107656-DCA,Individual,2023-09-30,Active,2022-07-21,General Vendor,"FLOWERS JR., DERRICK",No Building Info,,BROOKLYN,NY,11226,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
0964031-DCA,Business,2018-07-06,Inactive,1997-06-17,Garage,SP PLUS CORPORATION,21,E 15TH ST,NEW YORK,NY,10003,2126954568,Manhattan,1.0,105.0,2.0,1078700.0,1008430022.0,MN13,52.0,-73.99255581798758,40.73646300153797,"
,  
(40.73646300153797, -73.99255581798758)"
0892032-DCA,Business,2024-09-30,Active,2002-09-26,Newsstand,"PANDYA, RAJESHWARI D",N/E/C,BROADWAY,NEW YORK,NY,10019,7329401945,Manhattan,1.0,,3.0,,,,,-73.9836294996616,40.76206508787413,"
,  
(40.762065087874134, -73.9836294996616)"
2015895-DCA,Business,2018-03-31,Inactive,2014-11-25,Stoop Line Stand,"THE PACOS DELI AND GROCERY, CORP",235,MAIN ST,STATEN ISLAND,NY,10307,347-938-3833,Staten Island,5.0,503.0,51.0,5104961.0,5080470028.0,SI11,248.0,-74.24725884432806,40.509452602220776,"
,  
(40.509452602220776, -74.24725884432806)"
2075185-1-DCA,Business,2023-11-30,Active,2018-07-06,Electronic Cigarette Dealer,PEGHE'S DELI & GROCERY INC.,3273,WESTCHESTER AVE,BRONX,NY,10461,9177540061,Bronx,2.0,210.0,13.0,2047750.0,2042490001.0,BX10,300.0,-73.82775808825114,40.852639799650426,"
,  
(40.852639799650426, -73.82775808825114)"
2038755-1-DCA,Business,2023-12-31,Active,2016-06-07,Tobacco Retail Dealer,NEIGHBORHOOD DELI & GROCERY NY INC.,150,STANTON ST,NEW YORK,NY,10002,212-780-9279,Manhattan,1.0,103.0,2.0,1004344.0,1003550071.0,MN27,3001.0,-73.98552645046023,40.72056196123128,"
,  
(40.720561961231276, -73.98552645046023)"
2076683-1-DCA,Business,2023-12-31,Active,2018-08-06,Tobacco Retail Dealer,74TH ST GOURMET DELI THREE CORP,7321,METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,929-365-9916,Queens,4.0,405.0,30.0,4071500.0,4030580070.0,QN21,65702.0,-73.87903443257981,40.71276458213765,"
,  
(40.71276458213765, -73.87903443257981)"
2012103-DCA,Individual,2024-03-31,Active,2014-08-18,Sightseeing Guide,"NEMLI, YALCIN",No Building Info,,staten island,NY,10306,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2055086-DCA,Business,2017-07-31,Inactive,2017-06-28,Secondhand Dealer - General,"MACY'S BACKSTAGE, INC.",100,MAIN ST,WHITE PLAINS,NY,10601,9292753490,Bronx,2.0,,,,,,,-73.94591110800667,40.72091406112227,
1072075-DCA,Individual,2025-05-31,Active,2001-01-30,Locksmith,"GOMEZ, JOSE L",No Building Info,,GLEN ROCK,NJ,07452,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2054197-DCA,Business,2023-07-31,Active,2017-06-08,Secondhand Dealer - General,"TCC WIRELESS, INC.",1400,5TH AVE,NEW YORK,NY,10026,6304802224,Manhattan,1.0,110.0,9.0,1086518.0,1015997501.0,,,-73.94684037039517,40.80015914885864,"
,  
(40.80015914885864, -73.94684037039517)"
1321158-DCA,Business,2023-07-31,Active,2009-06-09,Secondhand Dealer - General,"MORONTA, LINO",2204,AMSTERDAM AVE,NEW YORK,NY,10032,2129287404,Manhattan,1.0,112.0,10.0,1063030.0,1021260044.0,,,-73.93624753354136,40.8408030583848,"
,  
(40.8408030583848, -73.93624753354136)"
0986726-DCA,Individual,2025-05-31,Active,1998-06-02,Locksmith,"SANCHEZ, NELSON",No Building Info,,COPIAGUE,NY,11726,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2016773-1-DCA,Business,2019-12-31,Inactive,2014-12-23,Tobacco Retail Dealer,CREEK FOOD MARKET INC,1368,LORING AVE,BROOKLYN,NY,11208,718-235-0890,Brooklyn,3.0,305.0,42.0,3323062.0,3045157501.0,BK82,1220.0,-73.86096946981836,40.66797967835056,"
,  
(40.66797967835056, -73.86096946981836)"
2093417-DCA,Business,2023-12-31,Active,2020-01-07,Laundries,NY TEX CARE INC.,4746B,30TH ST,LONG ISLAND CITY,NY,11101,7187298147,Queens,4.0,402.0,26.0,4000776.0,4001150181.0,,,-73.93783569613355,40.74242179002058,"
,  
(40.74242179002058, -73.93783569613355)"
2107622-DCA,Business,2024-07-31,Active,2022-07-20,Construction Labor Provider,ALL CITY IRON WORKS LLC,466,CARROLL ST,BROOKLYN,NY,11215,9178596166,Brooklyn,3.0,306.0,39.0,3007671.0,3004530036.0,,,-73.98704641799725,40.677354025512194,"
,  
(40.677354025512194, -73.98704641799725)"
2097758-1-DCA,Business,2023-11-30,Inactive,2021-02-18,Electronic Cigarette Dealer,"7-ELEVEN, INC.",8813,4TH AVE,BROOKLYN,NY,11209,7327275030,Brooklyn,3.0,310.0,43.0,3154207.0,3060650001.0,,,-74.02920636421707,40.62067950825723,"
,  
(40.62067950825723, -74.02920636421707)"
2107552-DCA,Business,2024-03-31,Active,2022-07-18,Stoop Line Stand,RINCON GUATEMALTECO INC,16002A,HILLSIDE AVE,JAMAICA,NY,11432,6463630351,Queens,4.0,412.0,24.0,4208949.0,4097640056.0,,,-73.8017221265607,40.70801048765576,"
,  
(40.708010487655756, -73.8017221265607)"
2107497-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,135,CANAL ST,STATEN ISLAND,NY,10304,8587667242,Manhattan,1.0,103.0,1.0,1003918.0,1003030039.0,,,-73.9955124866649,40.7161492098808,"
,  
(40.7161492098808, -73.9955124866649)"
2044789-DCA,Individual,2017-02-28,Inactive,2016-10-17,Home Improvement Salesperson,"POLLARD, PERCY",No Building Info,,CRANFORD,NJ,07016,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1361346-DCA,Individual,,Inactive,2010-07-02,Home Improvement Salesperson,"MAHADEO, TARAN",No Building Info,,JAMAICA,NY,11435,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2099856-2-DCA,Business,2022-12-31,Inactive,2021-07-02,Tobacco Retail Dealer,FULTON DELI AND SMOKE SHOP CORP,1403,FULTON ST,BROOKLYN,NY,11216,9173914851,Brooklyn,3.0,303.0,36.0,3053471.0,3018540061.0,,,-73.9450684449953,40.68015503534684,"
,  
(40.68015503534684, -73.9450684449953)"
2084083-DCA,Business,2023-03-15,Inactive,2019-04-03,Dealer In Products,"MEDLINE INDUSTRIES, INC.",239,BELVIDERE RD,PERRYVILLE,MD,21903,8476433803,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2071755-DCA,Business,2020-04-15,Inactive,2018-05-23,Sidewalk Cafe,STRUZZO LLC,358,KOSCIUSZKO ST,BROOKLYN,NY,11221,3475292145,Brooklyn,3.0,303.0,36.0,3049859.0,3017870036.0,BK35,281.0,-73.94031326799151,40.69188382162768,"
,  
(40.691883821627684, -73.94031326799151)"
2073125-1-DCA,Business,2023-11-30,Active,2018-06-12,Electronic Cigarette Dealer,FAMILY COMMUNITY DELI & LUNCHEONETTE CORP,41,SAINT NICHOLAS TER,NEW YORK,NY,10027,212-865-5900,Manhattan,1.0,109.0,9.0,1059613.0,1019690040.0,MN06,21303.0,-73.95126225932395,40.81366240227156,"
,  
(40.81366240227156, -73.95126225932395)"
2005845-DCA,Individual,,Inactive,2014-04-07,Home Improvement Salesperson,"CARDINALE, MICHAEL",No Building Info,,Newark,NJ,07114,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2105595-1-DCA,Business,2023-12-31,Active,2022-04-27,Tobacco Retail Dealer,BEACH 116 DELI & GROCERY CORP,201,BEACH 116TH ST,ROCKAWAY PARK,NY,11694,No Contact Available,Queens,4.0,414.0,32.0,4304450.0,4162120033.0,,,-73.83735301512489,40.58006037261243,"
,  
(40.58006037261243, -73.83735301512489)"
2087373-DCA,Business,2020-12-31,Inactive,2019-06-19,Electronics Store,GOLD OF HARLEM,248,W 125TH ST,NEW YORK,NY,10027,6463746107,Manhattan,1.0,110.0,9.0,1058645.0,1019300049.0,MN11,222.0,-73.94957832675914,40.80949518969056,"
,  
(40.80949518969056, -73.94957832675914)"
1297712-DCA,Business,2017-12-31,Inactive,2008-08-27,Laundry,KING COIN LAUNDROMAT INC.,3815,GREENPOINT AVE,LONG IS CITY,NY,11101,7187061279,Queens,4.0,402.0,26.0,4003281.0,4002310003.0,QN31,189.0,-73.92772475794126,40.73837835804663,"
,  
(40.73837835804663, -73.92772475794126)"
2052205-DCA,Business,2018-12-31,Inactive,2017-05-02,Electronics Store,"TCC WIRELESS, INC.",24202,61ST AVE,LITTLE NECK,NY,11362,6304802224,Queens,4.0,411.0,23.0,4438369.0,4082860185.0,QN45,152901.0,-73.73883357650101,40.75554511529028,"
,  
(40.75554511529028, -73.73883357650101)"
2112915-DCA,Individual,2023-07-31,Active,2023-05-01,Ticket Seller,"ENEMCHUKWU, NONSO",No Building Info,,BRONX,NY,10456,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2003115-797-DCA,Business,2023-12-31,Active,2014-01-31,Tobacco Retail Dealer,NEALTICAN DELI GROCERY CORP.,1225,FLUSHING AVE,BROOKLYN,NY,11237,718-909-1181,Brooklyn,3.0,301.0,34.0,3070658.0,3030020012.0,BK77,453.0,-73.92373986983549,40.7077854493441,"
,  
(40.7077854493441, -73.92373986983549)"
2072982-1-DCA,Business,2023-11-30,Active,2018-06-08,Electronic Cigarette Dealer,"BEARD PLUS VAPE, INC.",2451,WESTCHESTER AVE,BRONX,NY,10461,7184144974,Bronx,2.0,210.0,13.0,2041715.0,2039740001.0,BX59,202.0,-73.84542152931212,40.83784612669184,"
,  
(40.83784612669184, -73.84542152931212)"
2037501-1-DCA,Business,2023-12-31,Inactive,2016-05-12,Tobacco Retail Dealer,STOP ONE EXPRESS DELI INC,2208,FULTON ST,BROOKLYN,NY,11233,347-663-3877,Brooklyn,3.0,316.0,37.0,3042262.0,3015520041.0,,,-73.90804039298988,40.67811947992193,"
,  
(40.67811947992193, -73.90804039298988)"
2076385-DCA,Business,2023-12-31,Active,2018-07-30,Laundries,"BERGEN LINEN, LLC",60,OAK ST,HACKENSACK,NJ,07601,2013437333,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1127296-DCA,Business,2019-03-31,Inactive,2013-04-26,Parking Lot,SP PLUS CORPORATION,3040,WHITESTONE EXPY,FLUSHING,NY,11354,2126954568,Queens,4.0,407.0,19.0,,,QN23,907.0,-73.83495552436182,40.77086021890817,"
,  
(40.77086021890817, -73.83495552436182)"
2066573-1-DCA,Business,2023-12-31,Active,2018-02-22,Tobacco Retail Dealer,SUPERIOR GOURMET MARKET PLATE INC.,480,10TH AVE,NEW YORK,NY,10018,718-916-7595,Manhattan,1.0,104.0,3.0,1076126.0,1007340066.0,MN13,111.0,-73.9978559556608,40.75633795026236,"
,  
(40.756337950262356, -73.9978559556608)"
2065909-1-DCA,Business,2019-12-31,Inactive,2018-02-09,Tobacco Retail Dealer,SNAGGER INC,2417,CONEY ISLAND AVE,BROOKLYN,NY,11223,917-692-5292,Brooklyn,3.0,315.0,48.0,3336720.0,3073430075.0,BK25,582.0,-73.96113515897692,40.59776858869535,"
,  
(40.59776858869535, -73.96113515897692)"
2094750-DCA,Individual,2024-03-31,Active,2020-02-24,Sightseeing Guide,"BOBO, ABRAHAM",No Building Info,,TAMPA,FL,33609,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2008199-1767-DCA,Business,2023-12-31,Inactive,2014-05-16,Tobacco Retail Dealer,239 INTERNATIONAL DELI DISCOUNT CORP,239,E 181ST ST,BRONX,NY,10457,3475903383,Bronx,2.0,205.0,15.0,2013717.0,2031570064.0,BX41,381.0,-73.9005309393698,40.85435310828371,"
,  
(40.85435310828371, -73.9005309393698)"
2063693-DCA,Business,2019-12-31,Inactive,2017-12-20,Laundries,"HUANG, HAN SONG",346,E 76TH ST,NEW YORK,NY,10021,2122498649,Manhattan,1.0,108.0,5.0,1045151.0,1014500040.0,MN31,134.0,-73.95535152213405,40.77090115600217,"
,  
(40.77090115600217, -73.95535152213405)"
2002349-2-DCA,Business,2022-12-31,Inactive,2014-01-08,Tobacco Retail Dealer,10TH STREET FOOD CORP,392,E 10TH ST,NEW YORK,NY,10009,212-777-7111,Manhattan,1.0,103.0,2.0,1079688.0,1003920031.0,MN28,28.0,-73.97795957397751,40.72604478777885,"
,  
(40.726044787778854, -73.97795957397751)"
2097871-DCA,Business,2024-12-31,Active,2021-02-27,Electronics Store,G&M WIRELESS INC.,9321,CHURCH AVE,BROOKLYN,NY,11212,9083550058,Brooklyn,3.0,317.0,42.0,3102536.0,3046900001.0,,,-73.9171981658102,40.6545789764282,"
,  
(40.6545789764282, -73.9171981658102)"
2057616-2-DCA,Business,2022-12-31,Inactive,2017-08-29,Tobacco Retail Dealer,"TRAVEL TRADERS HOTEL STORES, INC.",569,LEXINGTON AVE,NEW YORK,NY,10022,2126449190,Manhattan,1.0,106.0,4.0,1036458.0,1013057501.0,MN19,100.0,-73.97204416177084,40.75691646401178,"
,  
(40.75691646401178, -73.97204416177084)"
1396120-DCA,Business,2019-07-31,Inactive,2011-06-10,Secondhand Dealer - General,MICHAEL'S RESTAURANT EQUIPMENT INC.,11202,NORTHERN BLVD,CORONA,NY,11368,9173619116,Queens,4.0,403.0,21.0,4042880.0,4017277501.0,QN26,381.0,-73.85756894358992,40.75804223795605,"
,  
(40.75804223795605, -73.85756894358992)"
2074274-1-DCA,Business,2021-11-30,Inactive,2018-06-23,Electronic Cigarette Dealer,901 COLUMBUS DELI CORP,901,COLUMBUS AVE,NEW YORK,NY,10025,646-427-3007,Manhattan,1.0,107.0,7.0,1055485.0,1018400001.0,MN12,189.0,-73.96376319227629,40.79801109974724,"
,  
(40.798011099747235, -73.96376319227629)"
1282960-DCA,Individual,,Inactive,2008-04-24,Home Improvement Salesperson,"SOBEL, LARRY",No Building Info,,BROOKLYN,NY,11234,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1273795-DCA,Business,2023-04-30,Inactive,2007-12-05,Pawnbroker,"GLOBAL PAWN SHOP, INC",17822,JAMAICA AVE,JAMAICA,NY,11432,9176740013,Queens,4.0,412.0,27.0,4220037.0,4103180003.0,,,-73.78246478279932,40.70804981504808,"
,  
(40.70804981504808, -73.78246478279932)"
1430243-DCA,Business,2023-12-31,Active,2012-05-17,Tobacco Retail Dealer,MOMTA GROCERY INC.,5012,VERNON BLVD,LONG IS CITY,NY,11101,3474586979,Queens,4.0,402.0,26.0,4430568.0,4000330004.0,QN31,7.0,-73.95417601013015,40.74256943292526,"
,  
(40.74256943292526, -73.95417601013015)"
2032654-DCA,Business,2024-06-30,Active,2016-01-22,Electronic & Appliance Service,LEBRON 2015 EQUIPMENT SUPPLY CORP,3835,9TH AVE,NEW YORK,NY,10034,2129428258,Manhattan,1.0,112.0,10.0,1064481.0,1021860001.0,,,-73.91793350878963,40.86248562654098,"
,  
(40.86248562654098, -73.91793350878963)"
2072989-1-DCA,Business,2023-11-30,Inactive,2018-06-08,Electronic Cigarette Dealer,2374 KING DELI & GROCERY  LLC,2374,JEROME AVE,BRONX,NY,10468,718-450-3222,Bronx,2.0,205.0,14.0,2014093.0,2031880001.0,BX40,239.0,-73.90232866353077,40.860950163541865,"
,  
(40.860950163541865, -73.90232866353077)"
2082707-DCA,Business,2020-03-31,Inactive,2019-03-01,Stoop Line Stand,INTERNATIONAL FOOD COURT INC,309,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,9174001011,Brooklyn,3.0,313.0,48.0,3244810.0,3086730100.0,BK19,362.0,-73.96400545689347,40.5770682351023,"
,  
(40.5770682351023, -73.96400545689347)"
2056226-DCA,Individual,2024-03-31,Active,2017-07-25,Sightseeing Guide,"EDBERG, DONNA",No Building Info,,Cromwell,CT,06416,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2088898-DCA,Business,2024-06-30,Active,2019-07-30,Electronic & Appliance Service,T.J. CELLULAR TECHNOLOGY INC,18102,HILLSIDE AVE,JAMAICA,NY,11432,347-744-0674,Queens,4.0,412.0,27.0,4212419.0,4099170043.0,,,-73.78158592176045,40.71318087274484,"
,  
(40.713180872744836, -73.78158592176045)"
1137049-DCA,Business,,Inactive,2003-04-23,Garage,SP PLUS CORPORATION,1321,6TH AVE,NEW YORK,NY,10019,2126954568,Manhattan,1.0,105.0,3.0,1023163.0,1010060502.0,MN17,131.0,-73.97896566956,40.76191336988628,"
,  
(40.76191336988628, -73.97896566956)"
2095789-DCA,Business,2021-05-12,Inactive,2020-06-04,Garage,55 W 46TH STREET GARAGE LLC,44,W 47TH ST,NEW YORK,NY,10036,6465740045,Manhattan,1.0,105.0,4.0,1034346.0,1012627502.0,,,-73.98004639150709,40.75727220014448,"
,  
(40.757272200144484, -73.98004639150709)"
2067589-DCA,Individual,2024-02-28,Active,2018-03-12,Process Server Individual,"MANNETTA, VINCENT J",No Building Info,,MINEOLA,NY,11501,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1321652-DCA,Business,2019-01-15,Inactive,2009-06-09,Parking Lot,INWOOD AUTO SERVICE CORP.,4880,BROADWAY,NEW YORK,NY,10034,718-299-2075,Manhattan,1.0,112.0,10.0,1064914.0,1022350001.0,MN01,293.0,-73.92281959733866,40.86710832517187,"
,  
(40.86710832517187, -73.92281959733866)"
1332078-DCA,Business,2022-12-31,Inactive,2009-09-04,Tobacco Retail Dealer,ELDER AVENUE #2 GROCERY CORP.,1206,ELDER AVE,BRONX,NY,10472,718-618-0439,Bronx,2.0,209.0,18.0,2025163.0,2037730006.0,BX08,54.0,-73.87927466055886,40.82907599565441,"
,  
(40.82907599565441, -73.87927466055886)"
2101111-DCA,Individual,2023-04-30,Inactive,2021-08-25,Pedicab Driver,"KAMOLOV, DILSHOD",No Building Info,,BROOKLYN,NY,11214,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1313371-DCA,Business,2021-03-31,Inactive,2009-04-06,Garage,SP PLUS CORPORATION,406,15TH ST,BROOKLYN,NY,11215,2126954568,Brooklyn,3.0,307.0,39.0,3026649.0,3011040032.0,BK37,149.0,-73.98296188812095,40.66248778316454,"
,  
(40.66248778316454, -73.98296188812095)"
1243626-DCA,Business,2017-03-31,Inactive,2009-02-20,Garage,SP PLUS CORPORATION,1,E 1ST ST,NEW YORK,NY,10003,2126954568,Manhattan,1.0,103.0,1.0,1087255.0,1004560007.0,MN22,3602.0,-73.99222880505457,40.7248554104194,"
,  
(40.7248554104194, -73.99222880505457)"
1294629-DCA,Individual,2024-03-31,Active,2008-08-06,Sightseeing Guide,"APTER, MATTHEW",No Building Info,,LONG ISLAND CITY,NY,11101,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2096588-DCA,Business,2022-01-10,Inactive,2020-10-06,Garage,PARKING SYSTEMS PLUS INC,4025,82ND ST,ELMHURST,NY,11373,8009441424,Queens,4.0,404.0,21.0,4000000.0,4014930015.0,,,-73.88381550056246,40.7470268288383,"
,  
(40.7470268288383, -73.88381550056246)"
0906410-DCA,Business,2023-03-31,Inactive,1997-04-03,Garage,MARK TWAIN GARAGE CORP,100,W 12TH ST,NEW YORK,NY,10011,212-956-2280,Manhattan,1.0,102.0,3.0,1010577.0,1006070038.0,MN23,71.0,-73.9982354866375,40.736207966594336,"
,  
(40.736207966594336, -73.9982354866375)"
2008744-DCA,Business,2024-03-31,Active,2014-05-28,Stoop Line Stand,"PABEL, ABU",156,W 28TH ST,NEW YORK,NY,10001,6464791999,Manhattan,1.0,105.0,3.0,1086712.0,1008030004.0,,,-73.94591110800667,40.72091406112227,
